hh:mm:ss.ms,gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],magX[mG],magY[mG],magZ[mG]
19:34:31.415000,275.0,199.0,-3426.0,-943.0,2350.0,162.0,132.0,-208.0,535.0
19:34:31.419000,138.0,452.0,-4976.0,450.0,3141.0,69.0,132.0,-208.0,535.0
19:34:31.424000,-368.0,381.0,-1443.0,2806.0,789.0,50.0,133.0,-204.0,529.0
19:34:31.429000,-683.0,198.0,1178.0,2710.0,-1446.0,324.0,133.0,-204.0,529.0
19:34:31.434000,-412.0,238.0,908.0,568.0,-854.0,-34.0,91.0,-216.0,547.0
19:34:31.438000,-21.0,223.0,84.0,-724.0,281.0,-380.0,91.0,-216.0,547.0
19:34:31.443000,-21.0,223.0,84.0,-630.0,655.0,-323.0,91.0,-216.0,547.0
19:34:31.448000,50.0,241.0,33.0,-80.0,663.0,-241.0,129.0,-214.0,528.0
19:34:31.453000,93.0,155.0,516.0,345.0,587.0,-241.0,129.0,-214.0,528.0
19:34:31.457000,105.0,159.0,846.0,480.0,596.0,-356.0,121.0,-214.0,526.0
19:34:31.462000,244.0,219.0,932.0,413.0,637.0,-268.0,121.0,-214.0,526.0
19:34:31.466000,182.0,173.0,877.0,389.0,738.0,-129.0,121.0,-214.0,526.0
19:34:31.471000,53.0,107.0,574.0,575.0,913.0,-254.0,115.0,-196.0,531.0
19:34:31.476000,42.0,122.0,315.0,780.0,929.0,-321.0,115.0,-196.0,531.0
19:34:31.481000,105.0,143.0,331.0,834.0,870.0,-282.0,115.0,-205.0,534.0
19:34:31.485000,81.0,140.0,368.0,721.0,900.0,-250.0,115.0,-205.0,534.0
19:34:31.490000,43.0,140.0,264.0,516.0,948.0,-250.0,115.0,-205.0,534.0
19:34:31.495000,6.0,139.0,84.0,341.0,899.0,-266.0,121.0,-202.0,544.0
19:34:31.500000,1.0,151.0,-26.0,251.0,769.0,-285.0,121.0,-202.0,544.0
19:34:31.504000,16.0,166.0,-21.0,251.0,769.0,-285.0,120.0,-213.0,517.0
19:34:31.509000,48.0,179.0,21.0,212.0,657.0,-290.0,120.0,-213.0,517.0
19:34:31.513000,84.0,191.0,43.0,176.0,630.0,-289.0,120.0,-213.0,517.0
19:34:31.518000,119.0,198.0,8.0,145.0,674.0,-279.0,106.0,-207.0,538.0
19:34:31.523000,156.0,211.0,-42.0,144.0,734.0,-269.0,106.0,-207.0,538.0
19:34:31.528000,176.0,216.0,-55.0,180.0,767.0,-253.0,111.0,-202.0,532.0
19:34:31.532000,176.0,201.0,0.0,223.0,774.0,-225.0,111.0,-202.0,532.0
19:34:31.537000,176.0,201.0,0.0,209.0,812.0,-217.0,111.0,-202.0,532.0
19:34:31.542000,233.0,193.0,-82.0,191.0,828.0,-216.0,120.0,-207.0,528.0
19:34:31.547000,257.0,197.0,-86.0,251.0,779.0,-211.0,120.0,-207.0,528.0
19:34:31.551000,257.0,197.0,-86.0,315.0,763.0,-213.0,109.0,-201.0,532.0
19:34:31.556000,284.0,191.0,-53.0,310.0,788.0,-211.0,109.0,-201.0,532.0
19:34:31.560000,286.0,187.0,-23.0,268.0,836.0,-216.0,109.0,-201.0,532.0
19:34:31.565000,279.0,194.0,-27.0,231.0,917.0,-230.0,103.0,-216.0,522.0
19:34:31.570000,266.0,210.0,-56.0,202.0,996.0,-239.0,103.0,-216.0,522.0
19:34:31.575000,242.0,222.0,-90.0,165.0,1052.0,-247.0,94.0,-196.0,538.0
19:34:31.579000,203.0,238.0,-107.0,120.0,1095.0,-259.0,94.0,-196.0,538.0
19:34:31.584000,152.0,256.0,-118.0,73.0,1136.0,-264.0,94.0,-196.0,538.0
19:34:31.589000,94.0,275.0,-154.0,47.0,1178.0,-268.0,106.0,-192.0,534.0
19:34:31.594000,34.0,289.0,-212.0,63.0,1202.0,-274.0,106.0,-192.0,534.0
19:34:31.598000,-31.0,298.0,-248.0,63.0,1207.0,-280.0,96.0,-207.0,520.0
19:34:31.603000,-97.0,301.0,-277.0,137.0,1193.0,-285.0,96.0,-207.0,520.0
19:34:31.607000,-159.0,303.0,-315.0,181.0,1151.0,-291.0,96.0,-207.0,520.0
19:34:31.612000,-217.0,313.0,-348.0,243.0,1099.0,-285.0,96.0,-204.0,526.0
19:34:31.617000,-260.0,310.0,-359.0,243.0,1099.0,-285.0,96.0,-204.0,526.0
19:34:31.622000,-260.0,305.0,-351.0,299.0,1030.0,-292.0,90.0,-201.0,523.0
19:34:31.626000,-235.0,297.0,-326.0,346.0,937.0,-309.0,90.0,-201.0,523.0
19:34:31.631000,-203.0,287.0,-307.0,375.0,866.0,-308.0,90.0,-201.0,523.0
19:34:31.636000,-154.0,278.0,-292.0,389.0,811.0,-307.0,93.0,-208.0,522.0
19:34:31.641000,-88.0,273.0,-281.0,404.0,746.0,-308.0,93.0,-208.0,522.0
19:34:31.645000,-8.0,268.0,-259.0,411.0,712.0,-315.0,84.0,-213.0,525.0
19:34:31.663000,161.0,238.0,-210.0,366.0,923.0,-254.0,72.0,-205.0,535.0
