hh:mm:ss.ms,gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],magX[mG],magY[mG],magZ[mG]
19:44:33.816000,-242.0,-23.0,-470.0,-1051.0,-357.0,68.0,0.0,0.0,0.0
19:44:33.821000,-226.0,-18.0,-468.0,-1051.0,-357.0,68.0,0.0,0.0,0.0
19:44:33.826000,-221.0,-7.0,-449.0,-1058.0,-296.0,49.0,0.0,0.0,0.0
19:44:33.830000,-229.0,5.0,-433.0,-1058.0,-296.0,49.0,0.0,0.0,0.0
19:44:33.835000,-238.0,20.0,-412.0,-1086.0,-255.0,36.0,0.0,0.0,0.0
19:44:33.840000,-229.0,32.0,-396.0,-1086.0,-255.0,36.0,0.0,0.0,0.0
19:44:33.844000,-230.0,44.0,-377.0,-1122.0,-230.0,17.0,0.0,0.0,0.0
19:44:33.849000,-232.0,64.0,-380.0,-1122.0,-230.0,17.0,0.0,0.0,0.0
19:44:33.854000,-251.0,74.0,-384.0,-1059.0,-230.0,0.0,0.0,0.0,0.0
19:44:33.858000,-264.0,93.0,-378.0,-1059.0,-230.0,0.0,0.0,0.0,0.0
19:44:33.863000,-264.0,93.0,-378.0,-977.0,-280.0,-45.0,0.0,0.0,0.0
19:44:33.868000,-263.0,126.0,-504.0,-977.0,-280.0,-45.0,0.0,0.0,0.0
19:44:33.873000,-321.0,123.0,-352.0,-1026.0,-274.0,-65.0,0.0,0.0,0.0
19:44:33.877000,-345.0,142.0,-322.0,-1026.0,-274.0,-65.0,0.0,0.0,0.0
19:44:33.882000,-365.0,155.0,-412.0,-1134.0,-238.0,-96.0,0.0,0.0,0.0
19:44:33.887000,-401.0,143.0,-270.0,-1134.0,-238.0,-96.0,0.0,0.0,0.0
19:44:33.891000,-429.0,158.0,-301.0,-1231.0,-244.0,-136.0,0.0,0.0,0.0
19:44:33.896000,-445.0,163.0,-366.0,-1231.0,-244.0,-136.0,0.0,0.0,0.0
19:44:33.901000,-443.0,144.0,-464.0,-1229.0,-288.0,-90.0,0.0,0.0,0.0
19:44:33.905000,-438.0,134.0,-539.0,-1229.0,-288.0,-90.0,0.0,0.0,0.0
19:44:33.910000,-457.0,119.0,-606.0,-1035.0,-347.0,-77.0,0.0,0.0,0.0
19:44:33.915000,-466.0,101.0,-639.0,-1035.0,-347.0,-77.0,0.0,0.0,0.0
19:44:33.920000,-472.0,77.0,-623.0,-941.0,-292.0,-124.0,0.0,0.0,0.0
19:44:33.924000,-479.0,40.0,-624.0,-941.0,-292.0,-124.0,0.0,0.0,0.0
19:44:33.929000,-473.0,1.0,-646.0,-941.0,-292.0,-124.0,0.0,0.0,0.0
19:44:33.934000,-466.0,-36.0,-714.0,-938.0,-208.0,-136.0,0.0,0.0,0.0
19:44:33.938000,-431.0,-65.0,-757.0,-938.0,-208.0,-136.0,0.0,0.0,0.0
19:44:33.943000,-416.0,-116.0,-736.0,-991.0,-177.0,-66.0,0.0,0.0,0.0
19:44:33.948000,-426.0,-151.0,-694.0,-991.0,-177.0,-66.0,0.0,0.0,0.0
19:44:33.952000,-459.0,-158.0,-716.0,-1007.0,-170.0,-29.0,0.0,0.0,0.0
19:44:33.957000,-455.0,-179.0,-728.0,-1007.0,-170.0,-29.0,0.0,0.0,0.0
19:44:33.962000,-465.0,-175.0,-719.0,-950.0,-114.0,-64.0,0.0,0.0,0.0
19:44:33.967000,-484.0,-183.0,-722.0,-950.0,-114.0,-64.0,0.0,0.0,0.0
19:44:33.971000,-484.0,-183.0,-722.0,-947.0,-21.0,-53.0,0.0,0.0,0.0
19:44:33.975000,-495.0,-193.0,-739.0,-947.0,-21.0,-53.0,0.0,0.0,0.0
19:44:33.981000,-497.0,-175.0,-735.0,-1012.0,119.0,-45.0,0.0,0.0,0.0
19:44:33.985000,-539.0,-156.0,-658.0,-1012.0,119.0,-45.0,0.0,0.0,0.0
19:44:33.990000,-573.0,-126.0,-592.0,-1047.0,89.0,-47.0,0.0,0.0,0.0
19:44:33.995000,-556.0,-90.0,-620.0,-1047.0,89.0,-47.0,0.0,0.0,0.0
19:44:33.999000,-523.0,-72.0,-714.0,-1151.0,-73.0,-23.0,0.0,0.0,0.0
19:44:34.004000,-501.0,-63.0,-758.0,-1151.0,-73.0,-23.0,0.0,0.0,0.0
19:44:34.009000,-551.0,-63.0,-728.0,-1224.0,-110.0,20.0,0.0,0.0,0.0
19:44:34.014000,-569.0,-24.0,-701.0,-1224.0,-110.0,20.0,0.0,0.0,0.0
19:44:34.018000,-585.0,-5.0,-701.0,-1109.0,-14.0,57.0,0.0,0.0,0.0
19:44:34.023000,-600.0,8.0,-705.0,-1109.0,-14.0,57.0,0.0,0.0,0.0
19:44:34.028000,-620.0,11.0,-678.0,-989.0,116.0,48.0,0.0,0.0,0.0
19:44:34.032000,-611.0,24.0,-683.0,-989.0,116.0,48.0,0.0,0.0,0.0
19:44:34.037000,-643.0,38.0,-711.0,-989.0,116.0,48.0,0.0,0.0,0.0
19:44:34.042000,-644.0,59.0,-686.0,-953.0,143.0,30.0,0.0,0.0,0.0
19:44:34.046000,-659.0,69.0,-665.0,-953.0,143.0,30.0,0.0,0.0,0.0
19:44:34.051000,-651.0,70.0,-660.0,-1014.0,114.0,-2.0,0.0,0.0,0.0
19:44:34.056000,-639.0,72.0,-642.0,-1014.0,114.0,-2.0,0.0,0.0,0.0
19:44:34.061000,-629.0,68.0,-610.0,-1086.0,79.0,-21.0,0.0,0.0,0.0
19:44:34.065000,-611.0,56.0,-604.0,-1086.0,79.0,-21.0,0.0,0.0,0.0
19:44:34.070000,-606.0,46.0,-603.0,-1078.0,69.0,-16.0,0.0,0.0,0.0
19:44:34.075000,-596.0,37.0,-604.0,-1078.0,69.0,-16.0,0.0,0.0,0.0
19:44:34.079000,-596.0,37.0,-604.0,-1019.0,110.0,-2.0,0.0,0.0,0.0
19:44:34.084000,-589.0,22.0,-628.0,-1019.0,110.0,-2.0,0.0,0.0,0.0
19:44:34.089000,-581.0,12.0,-645.0,-975.0,144.0,7.0,0.0,0.0,0.0
19:44:34.093000,-578.0,1.0,-658.0,-975.0,144.0,7.0,0.0,0.0,0.0
19:44:34.098000,-577.0,-13.0,-662.0,-979.0,177.0,19.0,0.0,0.0,0.0
19:44:34.103000,-581.0,-27.0,-679.0,-979.0,177.0,19.0,0.0,0.0,0.0
19:44:34.108000,-603.0,-34.0,-708.0,-1001.0,231.0,32.0,0.0,0.0,0.0
19:44:34.112000,-609.0,-40.0,-725.0,-1001.0,231.0,32.0,0.0,0.0,0.0
19:44:34.117000,-622.0,-44.0,-733.0,-1046.0,269.0,41.0,0.0,0.0,0.0
19:44:34.122000,-646.0,-44.0,-739.0,-1046.0,269.0,41.0,0.0,0.0,0.0
19:44:34.126000,-667.0,-32.0,-756.0,-1104.0,294.0,40.0,0.0,0.0,0.0
19:44:34.131000,-689.0,-13.0,-770.0,-1104.0,294.0,40.0,0.0,0.0,0.0
19:44:34.136000,-712.0,13.0,-761.0,-1146.0,316.0,24.0,0.0,0.0,0.0
19:44:34.140000,-735.0,44.0,-737.0,-1146.0,316.0,24.0,0.0,0.0,0.0
19:44:34.145000,-757.0,78.0,-709.0,-1146.0,316.0,24.0,0.0,0.0,0.0
19:44:34.150000,-779.0,116.0,-690.0,-1164.0,326.0,10.0,0.0,0.0,0.0
19:44:34.155000,-801.0,160.0,-666.0,-1167.0,329.0,-1.0,0.0,0.0,0.0
19:44:34.159000,-823.0,203.0,-632.0,-1167.0,329.0,-1.0,0.0,0.0,0.0
19:44:34.164000,-840.0,240.0,-599.0,-1167.0,329.0,-1.0,0.0,0.0,0.0
19:44:34.169000,-849.0,275.0,-569.0,-1142.0,328.0,-14.0,0.0,0.0,0.0
19:44:34.173000,-853.0,296.0,-546.0,-1142.0,328.0,-14.0,0.0,0.0,0.0
19:44:34.178000,-849.0,315.0,-518.0,-1066.0,316.0,-14.0,0.0,0.0,0.0
19:44:34.183000,-838.0,326.0,-497.0,-1066.0,316.0,-14.0,0.0,0.0,0.0
19:44:34.187000,-823.0,339.0,-490.0,-964.0,285.0,-9.0,0.0,0.0,0.0
19:44:34.192000,-823.0,339.0,-490.0,-964.0,285.0,-9.0,0.0,0.0,0.0
19:44:34.197000,-806.0,352.0,-480.0,-883.0,260.0,-17.0,0.0,0.0,0.0
19:44:34.202000,-788.0,364.0,-469.0,-883.0,260.0,-17.0,0.0,0.0,0.0
19:44:34.206000,-772.0,373.0,-459.0,-856.0,267.0,-27.0,0.0,0.0,0.0
19:44:34.211000,-763.0,376.0,-445.0,-856.0,267.0,-27.0,0.0,0.0,0.0
19:44:34.216000,-760.0,377.0,-430.0,-861.0,303.0,-27.0,0.0,0.0,0.0
19:44:34.220000,-759.0,376.0,-417.0,-861.0,303.0,-27.0,0.0,0.0,0.0
19:44:34.225000,-763.0,378.0,-408.0,-851.0,346.0,-29.0,0.0,0.0,0.0
19:44:34.230000,-772.0,379.0,-399.0,-851.0,346.0,-29.0,0.0,0.0,0.0
19:44:34.234000,-784.0,385.0,-384.0,-844.0,379.0,-36.0,0.0,0.0,0.0
19:44:34.239000,-794.0,388.0,-371.0,-844.0,379.0,-36.0,0.0,0.0,0.0
19:44:34.244000,-803.0,394.0,-360.0,-856.0,391.0,-46.0,0.0,0.0,0.0
19:44:34.249000,-809.0,403.0,-347.0,-856.0,391.0,-46.0,0.0,0.0,0.0
19:44:34.253000,-809.0,415.0,-335.0,-856.0,391.0,-46.0,0.0,0.0,0.0
19:44:34.258000,-807.0,428.0,-332.0,-882.0,384.0,-60.0,0.0,0.0,0.0
19:44:34.263000,-798.0,441.0,-326.0,-882.0,384.0,-60.0,0.0,0.0,0.0
19:44:34.267000,-786.0,454.0,-321.0,-908.0,363.0,-75.0,0.0,0.0,0.0
19:44:34.272000,-763.0,466.0,-317.0,-908.0,363.0,-75.0,0.0,0.0,0.0
19:44:34.277000,-733.0,480.0,-319.0,-907.0,327.0,-89.0,0.0,0.0,0.0
19:44:34.281000,-699.0,499.0,-328.0,-907.0,327.0,-89.0,0.0,0.0,0.0
19:44:34.286000,-662.0,521.0,-336.0,-889.0,284.0,-107.0,0.0,0.0,0.0
19:44:34.291000,-623.0,547.0,-342.0,-889.0,284.0,-107.0,0.0,0.0,0.0
19:44:34.296000,-587.0,575.0,-349.0,-877.0,254.0,-131.0,0.0,0.0,0.0
19:44:34.300000,-587.0,575.0,-349.0,-877.0,254.0,-131.0,0.0,0.0,0.0
19:44:34.305000,-555.0,602.0,-352.0,-872.0,247.0,-152.0,0.0,0.0,0.0
19:44:34.310000,-525.0,628.0,-352.0,-872.0,247.0,-152.0,0.0,0.0,0.0
19:44:34.314000,-494.0,651.0,-355.0,-840.0,248.0,-167.0,0.0,0.0,0.0
19:44:34.319000,-465.0,672.0,-361.0,-840.0,248.0,-167.0,0.0,0.0,0.0
19:44:34.324000,-435.0,686.0,-371.0,-781.0,249.0,-181.0,0.0,0.0,0.0
19:44:34.328000,-408.0,695.0,-378.0,-781.0,249.0,-181.0,0.0,0.0,0.0
19:44:34.333000,-384.0,697.0,-385.0,-741.0,265.0,-192.0,0.0,0.0,0.0
19:44:34.338000,-367.0,695.0,-389.0,-741.0,265.0,-192.0,0.0,0.0,0.0
19:44:34.343000,-354.0,684.0,-390.0,-723.0,299.0,-196.0,0.0,0.0,0.0
19:44:34.347000,-349.0,671.0,-385.0,-723.0,299.0,-196.0,0.0,0.0,0.0
19:44:34.352000,-348.0,652.0,-373.0,-697.0,335.0,-196.0,0.0,0.0,0.0
19:44:34.357000,-354.0,634.0,-358.0,-697.0,335.0,-196.0,0.0,0.0,0.0
