hh:mm:ss.ms,gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],magX[mG],magY[mG],magZ[mG]
19:30:09.632000,136.0,154.0,-932.0,-1836.0,-890.0,314.0,490.0,-613.0,-34.0
19:30:09.637000,235.0,243.0,-954.0,-1404.0,-1057.0,261.0,490.0,-613.0,-34.0
19:30:09.642000,441.0,276.0,-368.0,-706.0,-665.0,285.0,481.0,-601.0,-19.0
19:30:09.647000,215.0,531.0,-700.0,-66.0,-275.0,323.0,481.0,-601.0,-19.0
19:30:09.651000,235.0,539.0,-1239.0,413.0,-487.0,311.0,499.0,-597.0,-28.0
19:30:09.656000,210.0,513.0,-1152.0,269.0,-752.0,272.0,499.0,-597.0,-28.0
19:30:09.660000,181.0,527.0,-887.0,-248.0,-672.0,219.0,499.0,-597.0,-28.0
19:30:09.665000,200.0,513.0,-803.0,-569.0,-493.0,192.0,499.0,-594.0,-25.0
19:30:09.669000,178.0,510.0,-815.0,-688.0,-344.0,162.0,499.0,-594.0,-25.0
19:30:09.675000,121.0,519.0,-824.0,-762.0,-264.0,143.0,510.0,-589.0,-10.0
19:30:09.679000,77.0,490.0,-745.0,-743.0,-266.0,125.0,510.0,-589.0,-10.0
19:30:09.684000,109.0,416.0,-658.0,-743.0,-266.0,125.0,517.0,-583.0,-16.0
19:30:09.689000,87.0,396.0,-555.0,-609.0,-335.0,78.0,517.0,-583.0,-16.0
19:30:09.693000,83.0,373.0,-450.0,-496.0,-398.0,40.0,517.0,-583.0,-16.0
19:30:09.698000,47.0,333.0,-373.0,-518.0,-388.0,33.0,513.0,-580.0,-19.0
19:30:09.703000,64.0,277.0,-368.0,-622.0,-352.0,43.0,513.0,-580.0,-19.0
19:30:09.708000,63.0,232.0,-503.0,-734.0,-263.0,63.0,514.0,-574.0,-16.0
19:30:09.712000,50.0,206.0,-622.0,-703.0,-244.0,69.0,514.0,-574.0,-16.0
19:30:09.716000,50.0,206.0,-622.0,-584.0,-319.0,48.0,514.0,-574.0,-16.0
19:30:09.722000,-9.0,228.0,-693.0,-576.0,-321.0,32.0,508.0,-574.0,-16.0
19:30:09.726000,-32.0,249.0,-710.0,-661.0,-294.0,18.0,508.0,-574.0,-16.0
19:30:09.731000,-32.0,249.0,-710.0,-794.0,-324.0,24.0,510.0,-568.0,-9.0
19:30:09.736000,-29.0,261.0,-773.0,-894.0,-416.0,31.0,510.0,-568.0,-9.0
19:30:09.740000,-42.0,283.0,-844.0,-908.0,-539.0,26.0,510.0,-568.0,-9.0
19:30:09.745000,-68.0,322.0,-868.0,-922.0,-607.0,26.0,523.0,-570.0,-7.0
19:30:09.750000,-104.0,360.0,-860.0,-953.0,-638.0,22.0,523.0,-570.0,-7.0
