hh:mm:ss.ms,gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],magX[mG],magY[mG],magZ[mG]
19:39:50.268000,-1702.0,-734.0,-1405.0,-494.0,682.0,-1037.0,232.0,-526.0,475.0
19:39:50.273000,-1657.0,-752.0,-1255.0,-356.0,533.0,-1034.0,232.0,-526.0,475.0
19:39:50.278000,-1656.0,-715.0,-1425.0,-478.0,559.0,-1063.0,244.0,-538.0,472.0
19:39:50.282000,-1578.0,-698.0,-1565.0,-644.0,691.0,-1117.0,244.0,-538.0,472.0
19:39:50.286000,-1578.0,-698.0,-1565.0,-547.0,548.0,-1112.0,244.0,-538.0,472.0
19:39:50.292000,-1530.0,-799.0,-1297.0,-440.0,238.0,-1105.0,249.0,-550.0,471.0
19:39:50.296000,-1530.0,-799.0,-1297.0,-406.0,85.0,-1080.0,249.0,-550.0,471.0
19:39:50.301000,-1563.0,-879.0,-1179.0,-275.0,62.0,-1066.0,264.0,-568.0,462.0
19:39:50.306000,-1543.0,-931.0,-1121.0,-162.0,2.0,-1129.0,264.0,-568.0,462.0
19:39:50.310000,-1444.0,-982.0,-1186.0,-100.0,0.0,-1149.0,264.0,-568.0,462.0
19:39:50.315000,-1409.0,-1007.0,-1329.0,34.0,28.0,-1087.0,258.0,-577.0,447.0
19:39:50.320000,-1314.0,-1124.0,-1306.0,230.0,-136.0,-1030.0,258.0,-577.0,447.0
19:39:50.324000,-1176.0,-1246.0,-1125.0,317.0,-302.0,-1038.0,276.0,-582.0,444.0
19:39:50.329000,-1124.0,-1234.0,-1155.0,322.0,-270.0,-1017.0,276.0,-582.0,444.0
19:39:50.333000,-994.0,-1276.0,-1315.0,572.0,-523.0,-945.0,276.0,-582.0,444.0
19:39:50.339000,-1013.0,-1250.0,-1155.0,783.0,-852.0,-861.0,294.0,-583.0,439.0
19:39:50.343000,-1094.0,-1245.0,-1003.0,731.0,-719.0,-771.0,294.0,-583.0,439.0
19:39:50.348000,-1080.0,-1278.0,-1092.0,731.0,-719.0,-771.0,312.0,-597.0,447.0
19:39:50.353000,-1024.0,-1329.0,-1308.0,491.0,-465.0,-769.0,312.0,-597.0,447.0
19:39:50.357000,-1064.0,-1337.0,-1422.0,474.0,-506.0,-751.0,312.0,-597.0,447.0
19:39:50.361000,-1090.0,-1288.0,-1467.0,474.0,-506.0,-751.0,309.0,-595.0,423.0
19:39:50.367000,-1190.0,-1299.0,-1498.0,329.0,-537.0,-719.0,309.0,-595.0,423.0
19:39:50.372000,-1413.0,-1281.0,-1409.0,329.0,-537.0,-719.0,337.0,-613.0,412.0
19:39:50.376000,-1474.0,-1200.0,-1389.0,226.0,-308.0,-813.0,337.0,-613.0,412.0
19:39:50.380000,-1491.0,-1202.0,-1566.0,-100.0,-60.0,-939.0,337.0,-613.0,412.0
19:39:50.386000,-1455.0,-1237.0,-1889.0,-439.0,168.0,-922.0,345.0,-613.0,408.0
19:39:50.390000,-1460.0,-1197.0,-1903.0,-542.0,186.0,-965.0,345.0,-613.0,408.0
19:39:50.395000,-1576.0,-1225.0,-1563.0,-372.0,-41.0,-913.0,358.0,-616.0,396.0
