hh:mm:ss.ms,gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],magX[mG],magY[mG],magZ[mG]
19:34:51.492000,167.0,-66.0,178.0,-403.0,1048.0,-257.0,426.0,-19.0,133.0
19:34:51.497000,186.0,-46.0,243.0,-414.0,985.0,-243.0,426.0,-19.0,133.0
19:34:51.501000,206.0,-23.0,256.0,-407.0,969.0,-232.0,426.0,-19.0,133.0
19:34:51.506000,231.0,2.0,184.0,-375.0,1010.0,-218.0,427.0,-12.0,132.0
19:34:51.511000,256.0,21.0,85.0,-319.0,1029.0,-195.0,427.0,-12.0,132.0
19:34:51.515000,256.0,34.0,18.0,-293.0,1008.0,-175.0,433.0,-28.0,154.0
19:34:51.520000,237.0,50.0,-7.0,-300.0,991.0,-169.0,433.0,-28.0,154.0
19:34:51.524000,215.0,65.0,-37.0,-305.0,1003.0,-174.0,433.0,-28.0,154.0
19:34:51.530000,202.0,78.0,-106.0,-304.0,1001.0,-186.0,420.0,-15.0,130.0
19:34:51.534000,185.0,88.0,-159.0,-300.0,975.0,-198.0,420.0,-15.0,130.0
19:34:51.539000,165.0,96.0,-186.0,-300.0,975.0,-198.0,435.0,-22.0,127.0
19:34:51.544000,147.0,104.0,-242.0,-312.0,966.0,-216.0,435.0,-22.0,127.0
19:34:51.548000,129.0,115.0,-309.0,-333.0,970.0,-229.0,435.0,-22.0,127.0
19:34:51.553000,112.0,129.0,-351.0,-333.0,948.0,-239.0,435.0,-19.0,129.0
19:34:51.558000,99.0,148.0,-354.0,-303.0,884.0,-250.0,435.0,-19.0,129.0
19:34:51.562000,93.0,173.0,-324.0,-272.0,792.0,-260.0,415.0,-21.0,133.0
19:34:51.567000,91.0,205.0,-316.0,-268.0,721.0,-269.0,415.0,-21.0,133.0
19:34:51.571000,91.0,205.0,-316.0,-275.0,681.0,-279.0,415.0,-21.0,133.0
19:34:51.577000,88.0,291.0,-326.0,-277.0,650.0,-292.0,427.0,-22.0,135.0
19:34:51.581000,94.0,332.0,-355.0,-286.0,635.0,-307.0,427.0,-22.0,135.0
19:34:51.586000,94.0,332.0,-355.0,-296.0,615.0,-322.0,420.0,-16.0,132.0
19:34:51.591000,105.0,368.0,-381.0,-288.0,579.0,-336.0,420.0,-16.0,132.0
19:34:51.595000,122.0,403.0,-401.0,-265.0,540.0,-350.0,420.0,-16.0,132.0
19:34:51.600000,142.0,433.0,-415.0,-235.0,513.0,-357.0,424.0,-10.0,124.0
