hh:mm:ss.ms,gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],magX[mG],magY[mG],magZ[mG]
19:34:37.905000,-117.0,-161.0,-250.0,437.0,1057.0,-228.0,81.0,-202.0,538.0
19:34:37.909000,-133.0,-136.0,-297.0,447.0,1122.0,-233.0,81.0,-202.0,538.0
19:34:37.915000,-161.0,-117.0,-326.0,437.0,1188.0,-247.0,70.0,-202.0,549.0
19:34:37.919000,-193.0,-100.0,-333.0,425.0,1228.0,-267.0,70.0,-202.0,549.0
19:34:37.924000,-237.0,-85.0,-333.0,414.0,1237.0,-269.0,79.0,-204.0,544.0
19:34:37.929000,-281.0,-73.0,-344.0,415.0,1209.0,-263.0,79.0,-204.0,544.0
19:34:37.933000,-314.0,-61.0,-331.0,443.0,1141.0,-268.0,79.0,-204.0,544.0
19:34:37.938000,-319.0,-54.0,-274.0,476.0,1034.0,-277.0,67.0,-205.0,552.0
19:34:37.943000,-312.0,-43.0,-213.0,487.0,944.0,-294.0,67.0,-205.0,552.0
19:34:37.948000,-289.0,-24.0,-193.0,480.0,915.0,-307.0,69.0,-213.0,556.0
19:34:37.952000,-260.0,-7.0,-190.0,480.0,935.0,-319.0,69.0,-213.0,556.0
19:34:37.956000,-225.0,16.0,-172.0,461.0,988.0,-312.0,69.0,-213.0,556.0
19:34:37.962000,-184.0,7.0,-142.0,414.0,1046.0,-302.0,76.0,-219.0,543.0
19:34:37.966000,-176.0,33.0,-170.0,414.0,1046.0,-302.0,76.0,-219.0,543.0
19:34:37.971000,-151.0,38.0,-190.0,384.0,1093.0,-302.0,73.0,-216.0,552.0
19:34:37.976000,-126.0,46.0,-193.0,387.0,1132.0,-298.0,73.0,-216.0,552.0
19:34:37.980000,-116.0,33.0,-200.0,407.0,1143.0,-277.0,73.0,-216.0,552.0
19:34:37.985000,-112.0,35.0,-187.0,440.0,1101.0,-259.0,78.0,-220.0,541.0
19:34:37.990000,-71.0,30.0,-140.0,461.0,1060.0,-262.0,78.0,-220.0,541.0
19:34:37.995000,-26.0,7.0,-112.0,455.0,1018.0,-245.0,76.0,-223.0,550.0
19:34:37.999000,-14.0,1.0,-88.0,469.0,967.0,-237.0,76.0,-223.0,550.0
19:34:38.003000,-14.0,1.0,-88.0,498.0,968.0,-233.0,76.0,-223.0,550.0
19:34:38.009000,4.0,-19.0,-101.0,519.0,996.0,-223.0,75.0,-214.0,565.0
19:34:38.013000,4.0,-19.0,-101.0,530.0,1019.0,-214.0,75.0,-214.0,565.0
19:34:38.018000,23.0,-31.0,-92.0,533.0,1006.0,-202.0,72.0,-220.0,547.0
19:34:38.023000,7.0,-30.0,-47.0,523.0,977.0,-195.0,72.0,-220.0,547.0
19:34:38.027000,-7.0,-33.0,1.0,506.0,975.0,-196.0,72.0,-220.0,547.0
19:34:38.032000,-9.0,-35.0,34.0,490.0,971.0,-193.0,64.0,-214.0,547.0
19:34:38.037000,-11.0,-35.0,63.0,468.0,966.0,-187.0,64.0,-214.0,547.0
19:34:38.042000,-8.0,-36.0,75.0,453.0,937.0,-181.0,70.0,-226.0,547.0
19:34:38.046000,-10.0,-39.0,105.0,455.0,881.0,-172.0,70.0,-226.0,547.0
19:34:38.050000,5.0,-50.0,147.0,471.0,822.0,-164.0,70.0,-226.0,547.0
19:34:38.056000,37.0,-65.0,158.0,502.0,770.0,-157.0,69.0,-222.0,549.0
19:34:38.060000,63.0,-74.0,133.0,534.0,750.0,-147.0,69.0,-222.0,549.0
19:34:38.065000,75.0,-80.0,111.0,534.0,750.0,-147.0,57.0,-207.0,540.0
19:34:38.070000,67.0,-83.0,118.0,563.0,791.0,-142.0,57.0,-207.0,540.0
19:34:38.074000,51.0,-88.0,137.0,563.0,791.0,-142.0,57.0,-207.0,540.0
19:34:38.079000,27.0,-95.0,139.0,549.0,829.0,-135.0,69.0,-216.0,549.0
19:34:38.084000,15.0,-107.0,144.0,534.0,866.0,-135.0,69.0,-216.0,549.0
19:34:38.089000,4.0,-114.0,147.0,533.0,866.0,-138.0,82.0,-213.0,546.0
19:34:38.093000,-15.0,-116.0,149.0,526.0,856.0,-145.0,82.0,-213.0,546.0
19:34:38.097000,-32.0,-121.0,147.0,499.0,870.0,-146.0,82.0,-213.0,546.0
19:34:38.103000,-46.0,-121.0,138.0,479.0,881.0,-147.0,66.0,-219.0,543.0
19:34:38.107000,-58.0,-119.0,125.0,466.0,871.0,-153.0,66.0,-219.0,543.0
19:34:38.112000,-70.0,-108.0,107.0,455.0,845.0,-158.0,72.0,-219.0,550.0
19:34:38.117000,-89.0,-100.0,99.0,456.0,807.0,-155.0,72.0,-219.0,550.0
19:34:38.121000,-89.0,-100.0,99.0,482.0,757.0,-154.0,72.0,-219.0,550.0
19:34:38.126000,-100.0,-93.0,111.0,519.0,698.0,-162.0,73.0,-216.0,541.0
19:34:38.131000,-114.0,-74.0,163.0,520.0,657.0,-165.0,73.0,-216.0,541.0
19:34:38.136000,-121.0,-59.0,206.0,490.0,665.0,-172.0,84.0,-216.0,550.0
19:34:38.140000,-120.0,-46.0,199.0,480.0,684.0,-188.0,84.0,-216.0,550.0
19:34:38.144000,-119.0,-28.0,178.0,481.0,700.0,-201.0,84.0,-216.0,550.0
19:34:38.150000,-112.0,-11.0,167.0,459.0,739.0,-210.0,70.0,-220.0,562.0
19:34:38.154000,-95.0,0.0,146.0,440.0,781.0,-221.0,70.0,-220.0,562.0
19:34:38.159000,-98.0,16.0,99.0,441.0,813.0,-223.0,78.0,-213.0,553.0
19:34:38.164000,-111.0,30.0,55.0,438.0,832.0,-210.0,78.0,-213.0,553.0
19:34:38.168000,-133.0,36.0,29.0,421.0,832.0,-198.0,78.0,-213.0,553.0
19:34:38.173000,-158.0,34.0,-2.0,421.0,806.0,-198.0,70.0,-216.0,543.0
19:34:38.178000,-165.0,23.0,-37.0,460.0,759.0,-200.0,70.0,-216.0,543.0
19:34:38.183000,-144.0,3.0,-60.0,460.0,759.0,-200.0,78.0,-216.0,546.0
19:34:38.187000,-101.0,-11.0,-101.0,513.0,712.0,-211.0,78.0,-216.0,546.0
19:34:38.191000,-68.0,-26.0,-147.0,536.0,700.0,-215.0,78.0,-216.0,546.0
19:34:38.197000,-35.0,-44.0,-174.0,524.0,735.0,-207.0,73.0,-214.0,552.0
19:34:38.201000,-36.0,-53.0,-176.0,511.0,762.0,-197.0,73.0,-214.0,552.0
19:34:38.206000,-26.0,-71.0,-164.0,494.0,766.0,-182.0,69.0,-231.0,546.0
19:34:38.211000,-11.0,-77.0,-177.0,464.0,780.0,-184.0,69.0,-231.0,546.0
19:34:38.215000,-11.0,-77.0,-177.0,434.0,808.0,-188.0,69.0,-231.0,546.0
19:34:38.220000,-9.0,-77.0,-231.0,427.0,830.0,-191.0,79.0,-219.0,553.0
19:34:38.225000,-11.0,-77.0,-235.0,426.0,855.0,-193.0,79.0,-219.0,553.0
19:34:38.230000,-11.0,-77.0,-235.0,409.0,910.0,-195.0,82.0,-219.0,552.0
19:34:38.234000,-30.0,-69.0,-252.0,388.0,963.0,-203.0,82.0,-219.0,552.0
19:34:38.238000,-59.0,-58.0,-259.0,369.0,969.0,-212.0,82.0,-219.0,552.0
19:34:38.244000,-96.0,-47.0,-237.0,354.0,941.0,-223.0,76.0,-225.0,550.0
19:34:38.248000,-130.0,-36.0,-197.0,346.0,900.0,-236.0,76.0,-225.0,550.0
19:34:38.253000,-154.0,-26.0,-164.0,342.0,865.0,-256.0,76.0,-228.0,553.0
