hh:mm:ss.ms,gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],magX[mG],magY[mG],magZ[mG]
19:33:07.498000,-99.0,150.0,357.0,-582.0,464.0,-88.0,0.0,0.0,0.0
19:33:07.503000,-99.0,150.0,357.0,-582.0,464.0,-88.0,0.0,0.0,0.0
19:33:07.508000,-81.0,137.0,359.0,-549.0,423.0,-81.0,0.0,0.0,0.0
19:33:07.512000,-61.0,120.0,358.0,-549.0,423.0,-81.0,0.0,0.0,0.0
19:33:07.516000,-42.0,102.0,333.0,-493.0,406.0,-86.0,0.0,0.0,0.0
19:33:07.522000,-30.0,82.0,291.0,-493.0,406.0,-86.0,0.0,0.0,0.0
19:33:07.526000,-28.0,65.0,243.0,-445.0,442.0,-111.0,0.0,0.0,0.0
19:33:07.531000,-37.0,51.0,174.0,-445.0,442.0,-111.0,0.0,0.0,0.0
19:33:07.536000,-53.0,37.0,113.0,-433.0,498.0,-136.0,0.0,0.0,0.0
19:33:07.540000,-77.0,28.0,70.0,-433.0,498.0,-136.0,0.0,0.0,0.0
19:33:07.545000,-103.0,21.0,38.0,-436.0,521.0,-157.0,0.0,0.0,0.0
19:33:07.550000,-133.0,23.0,9.0,-436.0,521.0,-157.0,0.0,0.0,0.0
19:33:07.555000,-164.0,30.0,-23.0,-451.0,526.0,-173.0,0.0,0.0,0.0
19:33:07.559000,-193.0,36.0,-43.0,-451.0,526.0,-173.0,0.0,0.0,0.0
19:33:07.564000,-214.0,42.0,-53.0,-451.0,526.0,-173.0,0.0,0.0,0.0
19:33:07.569000,-221.0,44.0,-60.0,-469.0,488.0,-181.0,0.0,0.0,0.0
19:33:07.573000,-215.0,46.0,-72.0,-469.0,488.0,-181.0,0.0,0.0,0.0
19:33:07.578000,-193.0,46.0,-86.0,-465.0,393.0,-174.0,0.0,0.0,0.0
19:33:07.583000,-165.0,47.0,-105.0,-465.0,393.0,-174.0,0.0,0.0,0.0
19:33:07.587000,-135.0,44.0,-129.0,-450.0,323.0,-154.0,0.0,0.0,0.0
19:33:07.592000,-100.0,40.0,-151.0,-450.0,323.0,-154.0,0.0,0.0,0.0
19:33:07.597000,-60.0,35.0,-167.0,-447.0,306.0,-128.0,0.0,0.0,0.0
19:33:07.602000,-23.0,28.0,-181.0,-447.0,306.0,-128.0,0.0,0.0,0.0
19:33:07.606000,13.0,20.0,-191.0,-463.0,304.0,-98.0,0.0,0.0,0.0
19:33:07.611000,13.0,20.0,-191.0,-463.0,304.0,-98.0,0.0,0.0,0.0
19:33:07.616000,44.0,15.0,-190.0,-482.0,314.0,-73.0,0.0,0.0,0.0
19:33:07.620000,67.0,13.0,-177.0,-482.0,314.0,-73.0,0.0,0.0,0.0
19:33:07.625000,77.0,14.0,-158.0,-505.0,357.0,-64.0,0.0,0.0,0.0
19:33:07.630000,76.0,19.0,-138.0,-505.0,357.0,-64.0,0.0,0.0,0.0
19:33:07.634000,62.0,27.0,-120.0,-540.0,432.0,-79.0,0.0,0.0,0.0
