hh:mm:ss.ms,gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],magX[mG],magY[mG],magZ[mG]
19:53:33.407000,-139.0,25.0,111.0,-657.0,564.0,7.0,711.0,-508.0,394.0
19:53:33.411000,-139.0,25.0,111.0,-723.0,576.0,-16.0,711.0,-508.0,394.0
19:53:33.417000,-261.0,68.0,119.0,-784.0,558.0,-24.0,709.0,-490.0,406.0
19:53:33.421000,-287.0,88.0,95.0,-759.0,448.0,-20.0,709.0,-490.0,406.0
19:53:33.426000,-287.0,88.0,95.0,-652.0,266.0,-11.0,714.0,-502.0,400.0
19:53:33.431000,-248.0,84.0,59.0,-538.0,91.0,-3.0,714.0,-502.0,400.0
19:53:33.435000,-156.0,58.0,37.0,-493.0,6.0,0.0,714.0,-502.0,400.0
19:53:33.440000,-52.0,24.0,30.0,-534.0,51.0,4.0,715.0,-495.0,408.0
19:53:33.445000,27.0,-1.0,11.0,-617.0,182.0,8.0,715.0,-495.0,408.0
19:53:33.449000,67.0,-21.0,-14.0,-683.0,319.0,13.0,714.0,-505.0,409.0
19:53:33.454000,70.0,-38.0,-22.0,-716.0,422.0,20.0,714.0,-505.0,409.0
19:53:33.458000,46.0,-59.0,-2.0,-726.0,488.0,35.0,714.0,-505.0,409.0
19:53:33.464000,19.0,-94.0,39.0,-741.0,535.0,53.0,702.0,-495.0,403.0
19:53:33.468000,-14.0,-133.0,98.0,-774.0,550.0,73.0,702.0,-495.0,403.0
19:53:33.473000,-56.0,-162.0,175.0,-810.0,501.0,77.0,715.0,-499.0,400.0
19:53:33.478000,-79.0,-175.0,259.0,-844.0,408.0,78.0,715.0,-499.0,400.0
19:53:33.482000,-82.0,-176.0,315.0,-866.0,313.0,102.0,715.0,-499.0,400.0
19:53:33.487000,-63.0,-172.0,338.0,-866.0,225.0,136.0,712.0,-489.0,393.0
19:53:33.492000,-25.0,-168.0,338.0,-830.0,147.0,177.0,712.0,-489.0,393.0
19:53:33.496000,28.0,-167.0,329.0,-830.0,147.0,177.0,715.0,-502.0,397.0
19:53:33.501000,86.0,-171.0,309.0,-801.0,88.0,220.0,715.0,-502.0,397.0
19:53:33.505000,138.0,-175.0,279.0,-788.0,73.0,251.0,715.0,-502.0,397.0
19:53:33.511000,162.0,-177.0,250.0,-800.0,123.0,274.0,705.0,-498.0,390.0
19:53:33.515000,149.0,-186.0,226.0,-836.0,228.0,303.0,705.0,-498.0,390.0
19:53:33.520000,113.0,-198.0,224.0,-886.0,345.0,331.0,708.0,-504.0,393.0
19:53:33.525000,67.0,-196.0,252.0,-965.0,436.0,338.0,708.0,-504.0,393.0
19:53:33.529000,67.0,-196.0,252.0,-1091.0,509.0,330.0,708.0,-504.0,393.0
19:53:33.534000,-38.0,-141.0,295.0,-1241.0,569.0,321.0,714.0,-502.0,394.0
19:53:33.539000,-38.0,-141.0,295.0,-1367.0,582.0,310.0,714.0,-502.0,394.0
19:53:33.543000,-70.0,-93.0,298.0,-1454.0,538.0,290.0,702.0,-499.0,396.0
19:53:33.548000,-68.0,-37.0,304.0,-1516.0,483.0,269.0,702.0,-499.0,396.0
