hh:mm:ss.ms,gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],magX[mG],magY[mG],magZ[mG]
19:30:49.298000,49.0,48.0,-66.0,-1299.0,171.0,-220.0,598.0,-277.0,411.0
19:30:49.303000,72.0,53.0,-98.0,-1296.0,184.0,-242.0,582.0,-276.0,420.0
19:30:49.307000,84.0,76.0,-135.0,-1301.0,205.0,-260.0,582.0,-276.0,420.0
19:30:49.312000,84.0,76.0,-135.0,-1342.0,238.0,-274.0,582.0,-276.0,420.0
19:30:49.317000,74.0,120.0,-184.0,-1380.0,247.0,-276.0,588.0,-274.0,426.0
19:30:49.322000,74.0,120.0,-184.0,-1355.0,223.0,-268.0,588.0,-274.0,426.0
19:30:49.326000,66.0,126.0,-175.0,-1292.0,203.0,-257.0,588.0,-270.0,432.0
19:30:49.331000,40.0,150.0,-181.0,-1263.0,221.0,-249.0,588.0,-270.0,432.0
19:30:49.335000,38.0,154.0,-193.0,-1223.0,224.0,-241.0,588.0,-270.0,432.0
19:30:49.340000,51.0,142.0,-140.0,-1164.0,204.0,-235.0,583.0,-274.0,421.0
19:30:49.345000,17.0,156.0,-70.0,-1139.0,189.0,-248.0,583.0,-274.0,421.0
19:30:49.350000,5.0,154.0,-32.0,-1117.0,194.0,-239.0,588.0,-270.0,418.0
19:30:49.354000,0.0,156.0,21.0,-1144.0,214.0,-227.0,588.0,-270.0,418.0
19:30:49.359000,-21.0,173.0,-4.0,-1213.0,193.0,-245.0,588.0,-270.0,418.0
19:30:49.364000,-25.0,163.0,-76.0,-1217.0,106.0,-259.0,583.0,-270.0,417.0
19:30:49.369000,-35.0,170.0,-122.0,-1184.0,0.0,-270.0,583.0,-270.0,417.0
19:30:49.373000,-35.0,177.0,-179.0,-1184.0,0.0,-270.0,580.0,-279.0,421.0
19:30:49.378000,-9.0,170.0,-203.0,-1057.0,-9.0,-273.0,580.0,-279.0,421.0
19:30:49.382000,3.0,156.0,-177.0,-1057.0,53.0,-273.0,580.0,-279.0,421.0
19:30:49.387000,10.0,135.0,-172.0,-997.0,40.0,-288.0,573.0,-265.0,430.0
19:30:49.392000,37.0,119.0,-212.0,-969.0,109.0,-289.0,573.0,-265.0,430.0
19:30:49.397000,63.0,91.0,-220.0,-936.0,143.0,-289.0,568.0,-277.0,426.0
19:30:49.401000,72.0,70.0,-192.0,-923.0,144.0,-304.0,568.0,-277.0,426.0
19:30:49.406000,67.0,50.0,-227.0,-948.0,188.0,-301.0,568.0,-277.0,426.0
19:30:49.411000,68.0,28.0,-197.0,-962.0,185.0,-310.0,579.0,-262.0,417.0
19:30:49.415000,57.0,3.0,-92.0,-915.0,139.0,-313.0,579.0,-262.0,417.0
19:30:49.420000,64.0,-14.0,-53.0,-922.0,192.0,-308.0,579.0,-258.0,435.0
19:30:49.425000,4.0,-13.0,-85.0,-967.0,230.0,-310.0,579.0,-258.0,435.0
19:30:49.429000,4.0,-13.0,-85.0,-970.0,170.0,-312.0,579.0,-258.0,435.0
19:30:49.434000,-27.0,-25.0,-91.0,-935.0,171.0,-315.0,571.0,-267.0,418.0
19:30:49.439000,18.0,-70.0,-40.0,-918.0,268.0,-306.0,571.0,-267.0,418.0
19:30:49.444000,34.0,-105.0,-6.0,-903.0,266.0,-283.0,562.0,-264.0,421.0
19:30:49.448000,-120.0,-77.0,-35.0,-847.0,174.0,-279.0,562.0,-264.0,421.0
19:30:49.453000,-121.0,-102.0,-53.0,-870.0,133.0,-313.0,562.0,-264.0,421.0
19:30:49.458000,-49.0,-150.0,-72.0,-926.0,115.0,-320.0,570.0,-256.0,429.0
19:30:49.463000,-58.0,-160.0,-71.0,-957.0,124.0,-303.0,570.0,-256.0,429.0
19:30:49.467000,-77.0,-175.0,-51.0,-977.0,160.0,-303.0,562.0,-262.0,427.0
19:30:49.472000,-93.0,-179.0,-12.0,-973.0,158.0,-312.0,562.0,-262.0,427.0
19:30:49.476000,-112.0,-183.0,0.0,-986.0,162.0,-324.0,562.0,-262.0,427.0
19:30:49.481000,-62.0,-192.0,-43.0,-1000.0,187.0,-314.0,579.0,-271.0,418.0
19:30:49.486000,-77.0,-189.0,-126.0,-977.0,131.0,-301.0,579.0,-271.0,418.0
19:30:49.491000,-107.0,-170.0,-130.0,-977.0,131.0,-301.0,577.0,-264.0,426.0
19:30:49.495000,-77.0,-179.0,-66.0,-953.0,38.0,-304.0,577.0,-264.0,426.0
19:30:49.500000,-16.0,-196.0,-13.0,-1018.0,21.0,-309.0,577.0,-264.0,426.0
19:30:49.505000,-19.0,-182.0,-37.0,-1096.0,43.0,-308.0,576.0,-270.0,418.0
19:30:49.510000,-13.0,-170.0,-83.0,-1104.0,70.0,-299.0,576.0,-270.0,418.0
19:30:49.514000,-11.0,-166.0,-108.0,-1083.0,96.0,-292.0,571.0,-262.0,433.0
19:30:49.519000,13.0,-165.0,-105.0,-1025.0,102.0,-287.0,571.0,-262.0,433.0
19:30:49.523000,37.0,-168.0,-60.0,-955.0,108.0,-280.0,571.0,-262.0,433.0
19:30:49.528000,56.0,-170.0,-43.0,-935.0,117.0,-272.0,585.0,-274.0,421.0
19:30:49.533000,66.0,-169.0,-44.0,-984.0,120.0,-267.0,585.0,-274.0,421.0
19:30:49.538000,63.0,-158.0,-19.0,-1025.0,91.0,-253.0,579.0,-259.0,412.0
19:30:49.542000,63.0,-158.0,-19.0,-1034.0,73.0,-237.0,579.0,-259.0,412.0
19:30:49.546000,77.0,-158.0,7.0,-1058.0,77.0,-231.0,579.0,-259.0,412.0
19:30:49.552000,79.0,-148.0,11.0,-1072.0,81.0,-221.0,576.0,-256.0,417.0
19:30:49.557000,87.0,-142.0,7.0,-1047.0,86.0,-211.0,576.0,-256.0,417.0
19:30:49.561000,102.0,-133.0,-19.0,-1010.0,90.0,-205.0,580.0,-259.0,403.0
19:30:49.566000,107.0,-121.0,-63.0,-1002.0,106.0,-199.0,580.0,-259.0,403.0
19:30:49.570000,112.0,-105.0,-95.0,-1012.0,120.0,-195.0,580.0,-259.0,403.0
19:30:49.575000,112.0,-93.0,-136.0,-1018.0,148.0,-188.0,583.0,-259.0,415.0
19:30:49.580000,115.0,-89.0,-156.0,-1011.0,149.0,-182.0,583.0,-259.0,415.0
19:30:49.585000,99.0,-77.0,-113.0,-1009.0,164.0,-187.0,589.0,-256.0,414.0
19:30:49.589000,114.0,-67.0,-97.0,-1020.0,177.0,-186.0,589.0,-256.0,414.0
19:30:49.593000,86.0,-49.0,-102.0,-1023.0,133.0,-188.0,589.0,-256.0,414.0
19:30:49.599000,104.0,-37.0,-110.0,-1019.0,106.0,-201.0,562.0,-255.0,417.0
19:30:49.604000,133.0,-35.0,-71.0,-1019.0,106.0,-201.0,562.0,-255.0,417.0
19:30:49.608000,124.0,-23.0,-51.0,-1042.0,119.0,-200.0,580.0,-256.0,403.0
19:30:49.613000,114.0,-4.0,-98.0,-1085.0,158.0,-200.0,580.0,-256.0,403.0
19:30:49.617000,108.0,13.0,-137.0,-1102.0,203.0,-208.0,580.0,-256.0,403.0
19:30:49.622000,109.0,16.0,-156.0,-1061.0,249.0,-206.0,571.0,-258.0,409.0
19:30:49.627000,89.0,23.0,-157.0,-1012.0,278.0,-200.0,571.0,-258.0,409.0
19:30:49.632000,107.0,26.0,-133.0,-972.0,292.0,-202.0,586.0,-253.0,403.0
19:30:49.636000,102.0,30.0,-112.0,-961.0,302.0,-203.0,586.0,-253.0,403.0
19:30:49.644000,71.0,40.0,-94.0,-1023.0,189.0,-191.0,580.0,-252.0,414.0
19:30:49.646000,60.0,44.0,-111.0,-1023.0,189.0,-191.0,580.0,-252.0,414.0
19:30:49.650000,60.0,44.0,-111.0,-1062.0,170.0,-201.0,580.0,-252.0,414.0
19:30:49.655000,67.0,44.0,-137.0,-1054.0,206.0,-204.0,580.0,-255.0,400.0
19:30:49.660000,66.0,49.0,-154.0,-1038.0,227.0,-207.0,580.0,-255.0,400.0
19:30:49.665000,50.0,58.0,-164.0,-1023.0,214.0,-210.0,580.0,-256.0,397.0
19:30:49.669000,45.0,63.0,-175.0,-1020.0,191.0,-217.0,580.0,-256.0,397.0
19:30:49.673000,28.0,71.0,-181.0,-1033.0,191.0,-221.0,580.0,-256.0,397.0
19:30:49.679000,10.0,81.0,-204.0,-1048.0,237.0,-223.0,576.0,-259.0,415.0
19:30:49.683000,-1.0,90.0,-252.0,-1051.0,268.0,-221.0,576.0,-259.0,415.0
19:30:49.687000,-16.0,100.0,-270.0,-1048.0,262.0,-224.0,555.0,-250.0,417.0
19:30:49.693000,-18.0,112.0,-275.0,-1064.0,240.0,-229.0,555.0,-250.0,417.0
19:30:49.697000,-32.0,123.0,-288.0,-1071.0,228.0,-233.0,555.0,-250.0,417.0
19:30:49.702000,-31.0,130.0,-305.0,-1065.0,241.0,-233.0,573.0,-252.0,411.0
19:30:49.707000,-39.0,133.0,-326.0,-1043.0,257.0,-226.0,573.0,-252.0,411.0
19:30:49.712000,-39.0,132.0,-350.0,-1043.0,257.0,-226.0,577.0,-247.0,412.0
19:30:49.716000,-35.0,134.0,-354.0,-1008.0,249.0,-224.0,577.0,-247.0,412.0
19:30:49.720000,-34.0,137.0,-345.0,-993.0,227.0,-224.0,577.0,-247.0,412.0
19:30:49.726000,-30.0,141.0,-338.0,-997.0,218.0,-222.0,571.0,-250.0,405.0
19:30:49.730000,-23.0,147.0,-348.0,-1006.0,245.0,-221.0,571.0,-250.0,405.0
19:30:49.735000,-11.0,153.0,-354.0,-1006.0,245.0,-221.0,573.0,-249.0,414.0
19:30:49.740000,-8.0,161.0,-354.0,-1020.0,269.0,-227.0,573.0,-249.0,414.0
19:30:49.744000,-8.0,171.0,-365.0,-1043.0,292.0,-233.0,558.0,-235.0,412.0
19:30:49.749000,-21.0,190.0,-366.0,-1067.0,310.0,-241.0,558.0,-235.0,412.0
19:30:49.753000,-21.0,190.0,-366.0,-1080.0,335.0,-249.0,558.0,-235.0,412.0
19:30:49.759000,-24.0,230.0,-366.0,-1100.0,372.0,-260.0,567.0,-247.0,411.0
19:30:49.763000,-24.0,230.0,-366.0,-1134.0,391.0,-266.0,567.0,-247.0,411.0
19:30:49.768000,-21.0,252.0,-375.0,-1144.0,377.0,-265.0,559.0,-238.0,423.0
19:30:49.772000,-16.0,273.0,-378.0,-1134.0,344.0,-265.0,559.0,-238.0,423.0
19:30:49.777000,-9.0,288.0,-365.0,-1107.0,308.0,-264.0,559.0,-238.0,423.0
19:30:49.782000,4.0,296.0,-345.0,-1081.0,283.0,-267.0,555.0,-237.0,418.0
19:30:49.787000,26.0,296.0,-326.0,-1123.0,296.0,-264.0,555.0,-237.0,418.0
