hh:mm:ss.ms,gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],magX[mG],magY[mG],magZ[mG]
19:36:43.575000,-1797.0,-1223.0,-603.0,-829.0,682.0,836.0,0.0,0.0,0.0
19:36:43.580000,-2081.0,-1367.0,-879.0,-539.0,725.0,978.0,0.0,0.0,0.0
19:36:43.585000,-2319.0,-1495.0,-1003.0,-539.0,725.0,978.0,0.0,0.0,0.0
19:36:43.589000,-2536.0,-1654.0,-863.0,-501.0,691.0,962.0,0.0,0.0,0.0
19:36:43.594000,-2772.0,-1822.0,-597.0,-501.0,691.0,962.0,0.0,0.0,0.0
19:36:43.599000,-2944.0,-1948.0,-486.0,-501.0,691.0,962.0,0.0,0.0,0.0
19:36:43.603000,-3024.0,-2053.0,-514.0,-734.0,670.0,855.0,0.0,0.0,0.0
19:36:43.608000,-3084.0,-2153.0,-508.0,-808.0,481.0,773.0,0.0,0.0,0.0
19:36:43.613000,-3097.0,-2251.0,-411.0,-808.0,481.0,773.0,0.0,0.0,0.0
19:36:43.618000,-3145.0,-2361.0,-353.0,-808.0,481.0,773.0,0.0,0.0,0.0
19:36:43.622000,-3173.0,-2462.0,-398.0,-650.0,86.0,765.0,0.0,0.0,0.0
19:36:43.627000,-3201.0,-2553.0,-534.0,-650.0,86.0,765.0,0.0,0.0,0.0
19:36:43.632000,-3210.0,-2649.0,-524.0,-690.0,17.0,787.0,0.0,0.0,0.0
19:36:43.636000,-3243.0,-2734.0,-387.0,-690.0,17.0,787.0,0.0,0.0,0.0
19:36:43.641000,-3265.0,-2811.0,-319.0,-815.0,140.0,819.0,0.0,0.0,0.0
19:36:43.646000,-3265.0,-2811.0,-319.0,-815.0,140.0,819.0,0.0,0.0,0.0
19:36:43.650000,-3260.0,-2877.0,-329.0,-838.0,42.0,852.0,0.0,0.0,0.0
19:36:43.655000,-3208.0,-2930.0,-344.0,-838.0,42.0,852.0,0.0,0.0,0.0
19:36:43.660000,-3143.0,-2970.0,-256.0,-795.0,-195.0,857.0,0.0,0.0,0.0
19:36:43.674000,-2832.0,-3038.0,-363.0,-799.0,-255.0,855.0,0.0,0.0,0.0
19:36:43.679000,-2793.0,-3061.0,-476.0,-799.0,-80.0,888.0,0.0,0.0,0.0
19:36:43.683000,-2767.0,-3070.0,-539.0,-799.0,-80.0,888.0,0.0,0.0,0.0
19:36:43.688000,-2760.0,-3094.0,-527.0,-688.0,81.0,952.0,0.0,0.0,0.0
19:36:43.693000,-2756.0,-3119.0,-509.0,-688.0,81.0,952.0,0.0,0.0,0.0
19:36:43.697000,-2770.0,-3145.0,-492.0,-586.0,242.0,1023.0,0.0,0.0,0.0
19:36:43.702000,-2793.0,-3176.0,-465.0,-586.0,242.0,1023.0,0.0,0.0,0.0
19:36:43.707000,-2820.0,-3201.0,-405.0,-586.0,242.0,1023.0,0.0,0.0,0.0
19:36:43.712000,-2827.0,-3222.0,-335.0,-525.0,337.0,1095.0,0.0,0.0,0.0
19:36:43.716000,-2816.0,-3236.0,-298.0,-525.0,337.0,1095.0,0.0,0.0,0.0
19:36:43.721000,-2793.0,-3233.0,-270.0,-482.0,352.0,1143.0,0.0,0.0,0.0
19:36:43.726000,-2760.0,-3220.0,-213.0,-482.0,324.0,1167.0,0.0,0.0,0.0
19:36:43.730000,-2726.0,-3192.0,-123.0,-482.0,324.0,1167.0,0.0,0.0,0.0
19:36:43.735000,-2676.0,-3147.0,-21.0,-482.0,324.0,1167.0,0.0,0.0,0.0
