hh:mm:ss.ms,gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],magX[mG],magY[mG],magZ[mG]
19:36:40.464000,-25.0,87.0,-265.0,-738.0,44.0,504.0,0.0,0.0,0.0
19:36:40.469000,-10.0,144.0,-763.0,-813.0,-3.0,542.0,0.0,0.0,0.0
19:36:40.473000,-10.0,144.0,-763.0,-813.0,-3.0,542.0,0.0,0.0,0.0
19:36:40.478000,65.0,223.0,-539.0,-834.0,-116.0,548.0,0.0,0.0,0.0
19:36:40.482000,52.0,223.0,176.0,-834.0,-116.0,548.0,0.0,0.0,0.0
19:36:40.488000,0.0,245.0,-290.0,-874.0,-44.0,547.0,0.0,0.0,0.0
19:36:40.492000,53.0,338.0,-322.0,-874.0,-44.0,547.0,0.0,0.0,0.0
19:36:40.497000,6.0,340.0,120.0,-939.0,-16.0,576.0,0.0,0.0,0.0
19:36:40.502000,-14.0,382.0,155.0,-939.0,-16.0,576.0,0.0,0.0,0.0
19:36:40.506000,-11.0,425.0,200.0,-858.0,-165.0,578.0,0.0,0.0,0.0
19:36:40.511000,-30.0,440.0,172.0,-858.0,-165.0,578.0,0.0,0.0,0.0
19:36:40.516000,-46.0,473.0,142.0,-834.0,-41.0,571.0,0.0,0.0,0.0
19:36:40.520000,-65.0,495.0,161.0,-834.0,-41.0,571.0,0.0,0.0,0.0
19:36:40.525000,-79.0,503.0,157.0,-759.0,18.0,575.0,0.0,0.0,0.0
19:36:40.530000,-89.0,511.0,63.0,-759.0,18.0,575.0,0.0,0.0,0.0
19:36:40.535000,-94.0,524.0,73.0,-759.0,18.0,575.0,0.0,0.0,0.0
19:36:40.539000,-91.0,523.0,100.0,-691.0,-15.0,579.0,0.0,0.0,0.0
19:36:40.544000,-70.0,522.0,50.0,-691.0,-15.0,579.0,0.0,0.0,0.0
19:36:40.549000,-25.0,522.0,-89.0,-670.0,-61.0,582.0,0.0,0.0,0.0
19:36:40.553000,17.0,522.0,-196.0,-670.0,-61.0,582.0,0.0,0.0,0.0
19:36:40.558000,49.0,534.0,-227.0,-661.0,-61.0,604.0,0.0,0.0,0.0
19:36:40.563000,70.0,540.0,-234.0,-661.0,-61.0,604.0,0.0,0.0,0.0
19:36:40.567000,70.0,559.0,-242.0,-631.0,-54.0,635.0,0.0,0.0,0.0
19:36:40.572000,65.0,576.0,-257.0,-631.0,-54.0,635.0,0.0,0.0,0.0
19:36:40.577000,47.0,580.0,-263.0,-656.0,-22.0,654.0,0.0,0.0,0.0
19:36:40.582000,47.0,580.0,-263.0,-656.0,-22.0,654.0,0.0,0.0,0.0
19:36:40.586000,25.0,588.0,-256.0,-679.0,-29.0,665.0,0.0,0.0,0.0
19:36:40.591000,18.0,608.0,-255.0,-679.0,-29.0,665.0,0.0,0.0,0.0
19:36:40.596000,26.0,627.0,-246.0,-723.0,-79.0,663.0,0.0,0.0,0.0
19:36:40.600000,22.0,652.0,-233.0,-723.0,-79.0,663.0,0.0,0.0,0.0
19:36:40.605000,16.0,674.0,-227.0,-809.0,-108.0,659.0,0.0,0.0,0.0
19:36:40.610000,2.0,692.0,-245.0,-809.0,-108.0,659.0,0.0,0.0,0.0
19:36:40.614000,-24.0,722.0,-289.0,-831.0,-75.0,659.0,0.0,0.0,0.0
19:36:40.619000,-14.0,735.0,-328.0,-831.0,-75.0,659.0,0.0,0.0,0.0
19:36:40.624000,-11.0,748.0,-308.0,-829.0,-67.0,651.0,0.0,0.0,0.0
19:36:40.629000,-49.0,758.0,-238.0,-829.0,-67.0,651.0,0.0,0.0,0.0
19:36:40.633000,-86.0,781.0,-236.0,-885.0,-111.0,642.0,0.0,0.0,0.0
19:36:40.638000,-81.0,824.0,-400.0,-885.0,-111.0,642.0,0.0,0.0,0.0
19:36:40.643000,-75.0,851.0,-523.0,-885.0,-111.0,642.0,0.0,0.0,0.0
19:36:40.647000,-81.0,869.0,-490.0,-927.0,-88.0,628.0,0.0,0.0,0.0
19:36:40.652000,-74.0,881.0,-401.0,-927.0,-88.0,628.0,0.0,0.0,0.0
19:36:40.657000,-61.0,896.0,-351.0,-855.0,-99.0,605.0,0.0,0.0,0.0
19:36:40.661000,-31.0,917.0,-346.0,-855.0,-99.0,605.0,0.0,0.0,0.0
19:36:40.666000,3.0,926.0,-364.0,-813.0,-128.0,575.0,0.0,0.0,0.0
19:36:40.671000,3.0,917.0,-415.0,-813.0,-128.0,575.0,0.0,0.0,0.0
19:36:40.676000,-4.0,912.0,-471.0,-895.0,-102.0,566.0,0.0,0.0,0.0
19:36:40.680000,39.0,924.0,-489.0,-895.0,-102.0,566.0,0.0,0.0,0.0
19:36:40.685000,78.0,946.0,-363.0,-807.0,-71.0,567.0,0.0,0.0,0.0
19:36:40.690000,78.0,946.0,-363.0,-807.0,-71.0,567.0,0.0,0.0,0.0
19:36:40.694000,81.0,905.0,-354.0,-830.0,-55.0,575.0,0.0,0.0,0.0
19:36:40.699000,94.0,874.0,-438.0,-830.0,-55.0,575.0,0.0,0.0,0.0
19:36:40.704000,115.0,890.0,-441.0,-989.0,-90.0,557.0,0.0,0.0,0.0
19:36:40.708000,161.0,920.0,-446.0,-989.0,-90.0,557.0,0.0,0.0,0.0
19:36:40.713000,163.0,928.0,-415.0,-1027.0,-125.0,534.0,0.0,0.0,0.0
19:36:40.718000,198.0,920.0,-287.0,-1027.0,-125.0,534.0,0.0,0.0,0.0
19:36:40.723000,224.0,931.0,-274.0,-976.0,-117.0,544.0,0.0,0.0,0.0
19:36:40.727000,286.0,955.0,-373.0,-976.0,-117.0,544.0,0.0,0.0,0.0
