hh:mm:ss.ms,gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],magX[mG],magY[mG],magZ[mG]
19:39:38.279000,-1333.0,-480.0,1277.0,-248.0,-547.0,-261.0,402.0,-613.0,414.0
19:39:38.284000,-1350.0,-490.0,1313.0,-214.0,-550.0,-236.0,402.0,-613.0,414.0
19:39:38.289000,-1362.0,-510.0,1367.0,-173.0,-586.0,-210.0,402.0,-613.0,414.0
19:39:38.293000,-1378.0,-529.0,1465.0,-123.0,-619.0,-179.0,405.0,-627.0,384.0
19:39:38.298000,-1395.0,-557.0,1585.0,-136.0,-620.0,-135.0,405.0,-627.0,384.0
19:39:38.302000,-1416.0,-578.0,1690.0,-136.0,-633.0,-103.0,405.0,-627.0,384.0
19:39:38.307000,-1444.0,-588.0,1778.0,-49.0,-615.0,-86.0,402.0,-643.0,373.0
19:39:38.312000,-1476.0,-610.0,1857.0,57.0,-589.0,-64.0,402.0,-643.0,373.0
19:39:38.317000,-1512.0,-637.0,1953.0,57.0,-589.0,-64.0,391.0,-649.0,355.0
19:39:38.321000,-1537.0,-662.0,2062.0,199.0,-650.0,-21.0,391.0,-649.0,355.0
19:39:38.326000,-1559.0,-691.0,2177.0,199.0,-650.0,-21.0,391.0,-649.0,355.0
19:39:38.331000,-1580.0,-714.0,2289.0,230.0,-688.0,5.0,367.0,-675.0,367.0
19:39:38.336000,-1586.0,-735.0,2396.0,242.0,-729.0,18.0,367.0,-675.0,367.0
19:39:38.340000,-1594.0,-757.0,2503.0,240.0,-782.0,35.0,376.0,-667.0,334.0
19:39:38.345000,-1601.0,-779.0,2597.0,224.0,-842.0,57.0,376.0,-667.0,334.0
19:39:38.349000,-1603.0,-801.0,2670.0,214.0,-876.0,82.0,376.0,-667.0,334.0
19:39:38.354000,-1602.0,-823.0,2743.0,227.0,-901.0,109.0,358.0,-670.0,325.0
19:39:38.359000,-1605.0,-845.0,2827.0,269.0,-939.0,134.0,358.0,-670.0,325.0
