hh:mm:ss.ms,gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],magX[mG],magY[mG],magZ[mG]
19:36:41.070000,729.0,2359.0,1362.0,-77.0,-41.0,-596.0,0.0,0.0,0.0
19:36:41.075000,788.0,2310.0,1339.0,-287.0,-100.0,-642.0,0.0,0.0,0.0
19:36:41.080000,830.0,2270.0,1332.0,-287.0,-100.0,-642.0,0.0,0.0,0.0
19:36:41.084000,840.0,2233.0,1332.0,-287.0,-100.0,-642.0,0.0,0.0,0.0
19:36:41.089000,820.0,2197.0,1320.0,-459.0,-30.0,-637.0,0.0,0.0,0.0
19:36:41.094000,770.0,2156.0,1295.0,-459.0,-30.0,-637.0,0.0,0.0,0.0
19:36:41.099000,691.0,2105.0,1253.0,-501.0,167.0,-607.0,0.0,0.0,0.0
19:36:41.103000,594.0,2042.0,1210.0,-501.0,167.0,-607.0,0.0,0.0,0.0
19:36:41.108000,486.0,1962.0,1187.0,-407.0,362.0,-568.0,0.0,0.0,0.0
19:36:41.113000,385.0,1875.0,1198.0,-407.0,362.0,-568.0,0.0,0.0,0.0
19:36:41.117000,290.0,1778.0,1232.0,-226.0,388.0,-537.0,0.0,0.0,0.0
19:36:41.122000,212.0,1673.0,1270.0,-226.0,388.0,-537.0,0.0,0.0,0.0
19:36:41.127000,212.0,1673.0,1270.0,-88.0,283.0,-529.0,0.0,0.0,0.0
19:36:41.131000,159.0,1565.0,1299.0,-88.0,283.0,-529.0,0.0,0.0,0.0
19:36:41.136000,132.0,1458.0,1320.0,-16.0,125.0,-553.0,0.0,0.0,0.0
19:36:41.141000,128.0,1358.0,1349.0,-16.0,125.0,-553.0,0.0,0.0,0.0
19:36:41.146000,156.0,1268.0,1330.0,-13.0,-15.0,-619.0,0.0,0.0,0.0
19:36:41.150000,189.0,1198.0,1309.0,-13.0,-15.0,-619.0,0.0,0.0,0.0
19:36:41.155000,235.0,1130.0,1292.0,-143.0,-70.0,-687.0,0.0,0.0,0.0
19:36:41.160000,272.0,1082.0,1283.0,-143.0,-70.0,-687.0,0.0,0.0,0.0
19:36:41.164000,306.0,1042.0,1262.0,-340.0,-36.0,-719.0,0.0,0.0,0.0
19:36:41.169000,310.0,1005.0,1223.0,-340.0,-36.0,-719.0,0.0,0.0,0.0
19:36:41.174000,304.0,967.0,1179.0,-426.0,48.0,-716.0,0.0,0.0,0.0
19:36:41.178000,288.0,918.0,1123.0,-426.0,48.0,-716.0,0.0,0.0,0.0
19:36:41.183000,270.0,867.0,1078.0,-335.0,122.0,-701.0,0.0,0.0,0.0
19:36:41.188000,233.0,805.0,1055.0,-335.0,122.0,-701.0,0.0,0.0,0.0
19:36:41.193000,197.0,735.0,1028.0,-335.0,122.0,-701.0,0.0,0.0,0.0
19:36:41.197000,165.0,667.0,990.0,-173.0,151.0,-697.0,0.0,0.0,0.0
19:36:41.202000,135.0,596.0,926.0,-173.0,151.0,-697.0,0.0,0.0,0.0
19:36:41.207000,103.0,527.0,849.0,-65.0,130.0,-709.0,0.0,0.0,0.0
19:36:41.211000,84.0,474.0,799.0,-65.0,130.0,-709.0,0.0,0.0,0.0
19:36:41.216000,74.0,424.0,775.0,-72.0,56.0,-741.0,0.0,0.0,0.0
19:36:41.221000,70.0,385.0,753.0,-72.0,56.0,-741.0,0.0,0.0,0.0
19:36:41.225000,64.0,347.0,706.0,-129.0,-24.0,-794.0,0.0,0.0,0.0
19:36:41.230000,65.0,315.0,637.0,-129.0,-24.0,-794.0,0.0,0.0,0.0
19:36:41.235000,76.0,282.0,564.0,-158.0,-59.0,-855.0,0.0,0.0,0.0
19:36:41.240000,76.0,282.0,564.0,-158.0,-59.0,-855.0,0.0,0.0,0.0
19:36:41.244000,77.0,256.0,485.0,-144.0,-72.0,-906.0,0.0,0.0,0.0
19:36:41.254000,95.0,209.0,367.0,-130.0,-52.0,-942.0,0.0,0.0,0.0
19:36:41.258000,98.0,187.0,319.0,-130.0,-52.0,-942.0,0.0,0.0,0.0
19:36:41.263000,92.0,161.0,284.0,-167.0,0.0,-966.0,0.0,0.0,0.0
19:36:41.268000,88.0,129.0,257.0,-167.0,0.0,-966.0,0.0,0.0,0.0
19:36:41.272000,95.0,96.0,254.0,-161.0,-4.0,-983.0,0.0,0.0,0.0
19:36:41.277000,109.0,63.0,272.0,-161.0,-4.0,-983.0,0.0,0.0,0.0
19:36:41.282000,132.0,29.0,280.0,-88.0,-55.0,-996.0,0.0,0.0,0.0
19:36:41.287000,158.0,-8.0,289.0,-88.0,-55.0,-996.0,0.0,0.0,0.0
19:36:41.291000,184.0,-43.0,313.0,-41.0,-79.0,-1008.0,0.0,0.0,0.0
19:36:41.296000,205.0,-77.0,338.0,-41.0,-79.0,-1008.0,0.0,0.0,0.0
19:36:41.301000,221.0,-107.0,351.0,-41.0,-79.0,-1008.0,0.0,0.0,0.0
19:36:41.305000,240.0,-131.0,373.0,-51.0,-69.0,-1017.0,0.0,0.0,0.0
19:36:41.310000,258.0,-147.0,399.0,-51.0,-69.0,-1017.0,0.0,0.0,0.0
19:36:41.314000,264.0,-158.0,445.0,-91.0,-75.0,-1029.0,0.0,0.0,0.0
19:36:41.319000,260.0,-170.0,492.0,-91.0,-75.0,-1029.0,0.0,0.0,0.0
19:36:41.324000,258.0,-185.0,522.0,-108.0,-75.0,-1036.0,0.0,0.0,0.0
19:36:41.329000,270.0,-195.0,535.0,-108.0,-75.0,-1036.0,0.0,0.0,0.0
19:36:41.334000,287.0,-200.0,529.0,-59.0,-80.0,-1047.0,0.0,0.0,0.0
19:36:41.338000,294.0,-207.0,514.0,-59.0,-80.0,-1047.0,0.0,0.0,0.0
19:36:41.343000,295.0,-214.0,496.0,-15.0,-96.0,-1066.0,0.0,0.0,0.0
19:36:41.348000,295.0,-214.0,496.0,-15.0,-96.0,-1066.0,0.0,0.0,0.0
19:36:41.352000,294.0,-218.0,463.0,0.0,-77.0,-1075.0,0.0,0.0,0.0
19:36:41.357000,288.0,-216.0,407.0,0.0,-77.0,-1075.0,0.0,0.0,0.0
19:36:41.362000,282.0,-208.0,356.0,1.0,-46.0,-1071.0,0.0,0.0,0.0
19:36:41.366000,275.0,-196.0,335.0,1.0,-46.0,-1071.0,0.0,0.0,0.0
19:36:41.371000,268.0,-178.0,330.0,-79.0,-40.0,-1056.0,0.0,0.0,0.0
19:36:41.376000,262.0,-158.0,321.0,-79.0,-40.0,-1056.0,0.0,0.0,0.0
19:36:41.381000,252.0,-142.0,319.0,-157.0,-53.0,-1034.0,0.0,0.0,0.0
19:36:41.385000,238.0,-127.0,331.0,-157.0,-53.0,-1034.0,0.0,0.0,0.0
19:36:41.390000,221.0,-112.0,333.0,-145.0,-34.0,-1009.0,0.0,0.0,0.0
19:36:41.395000,203.0,-93.0,310.0,-145.0,-34.0,-1009.0,0.0,0.0,0.0
19:36:41.399000,186.0,-73.0,268.0,-133.0,-3.0,-988.0,0.0,0.0,0.0
19:36:41.404000,173.0,-50.0,232.0,-133.0,-3.0,-988.0,0.0,0.0,0.0
19:36:41.409000,164.0,-27.0,207.0,-133.0,-3.0,-988.0,0.0,0.0,0.0
19:36:41.413000,168.0,4.0,182.0,-186.0,-32.0,-973.0,0.0,0.0,0.0
19:36:41.418000,186.0,41.0,167.0,-186.0,-32.0,-973.0,0.0,0.0,0.0
19:36:41.423000,218.0,83.0,163.0,-248.0,-111.0,-972.0,0.0,0.0,0.0
19:36:41.428000,247.0,121.0,145.0,-248.0,-111.0,-972.0,0.0,0.0,0.0
19:36:41.432000,277.0,161.0,98.0,-293.0,-152.0,-981.0,0.0,0.0,0.0
